Student_Id,Gender,Age,Department,Residence,Family Income,Attendance_percentage,Semester_GPA,Internal_Assesment_Score,Backlogs,Assignment_Submission_Rate,LMS_login_fequency,Library_visits,Club_participation,Scholarship_Status,Consecutive_Absence_Days,Academic_Warnings,Tution_Fee_Due,Dropout
STU04512,Feamle,24,CSE,Day Scholar,145627,86.9,5.21,59,0,68.1,0,2,0,1,13,1,0,0
STU04513,Male,18,CSE,Day Scholar,64770,96.6,7.59,96,0,86.6,0,3,0,0,8,0,0,0
STU04514,Male,24,AIML,Hosteler,159009,43.3,7.75,41,2,70.2,0,10,1,0,2,0,0,0
STU04515,Male,24,ECE,Hosteler,65618,77.7,8.64,6,0,77.4,2,8,0,0,7,1,0,0
STU04516,Feamle,22,CSE,Hosteler,124820,73.3,7.84,41,1,61.8,1,6,0,0,10,0,0,0
STU04517,Feamle,21,MC,Day Scholar,73103,76.6,8.58,56,0,63.0,0,4,0,0,0,1,0,0
STU04518,Feamle,20,ECE,Day Scholar,26493,70.2,6.8,15,1,90.0,1,6,1,0,6,1,0,0
STU04519,Feamle,18,MC,Hosteler,118038,55.6,8.16,100,0,98.5,2,6,1,0,10,1,0,0
STU04520,Feamle,23,ECE,Hosteler,45957,98.1,5.5,24,0,78.9,1,6,0,0,14,0,0,0
STU04521,Male,21,AIML,Day Scholar,155189,92.4,6.91,37,0,100.0,1,5,0,0,7,1,0,0
STU04522,Male,23,ECE,Day Scholar,119057,73.4,4.25,43,1,100.0,1,5,1,0,11,0,0,0
STU04523,Male,19,MC,Day Scholar,32501,67.7,7.05,37,0,84.8,1,3,0,1,13,3,0,0
STU04524,Male,20,ECE,Day Scholar,152260,65.9,8.84,44,1,60.2,0,5,1,0,7,0,0,0
STU04525,Feamle,21,AIML,Hosteler,198315,36.2,7.11,29,1,85.0,1,3,0,0,10,0,0,0
STU04526,Feamle,21,MC,Day Scholar,183185,80.3,8.08,80,0,87.0,0,7,1,0,13,1,0,0
STU04527,Male,23,CSE,Hosteler,76639,86.7,7.41,15,1,90.7,0,4,0,0,9,2,0,0
STU04528,Feamle,18,ECE,Day Scholar,86332,77.1,6.14,3,0,72.8,0,5,1,0,9,1,0,0
STU04529,Feamle,19,MC,Hosteler,90681,73.7,6.72,93,0,65.8,3,5,0,0,1,1,0,0
STU04530,Male,23,ECE,Day Scholar,122475,77.0,8.77,83,0,47.1,1,1,0,0,2,0,0,0
STU04531,Male,21,AIML,Hosteler,87050,62.2,8.08,34,0,82.3,2,5,0,0,9,0,0,0
STU04532,Feamle,20,MC,Day Scholar,35451,67.5,6.07,60,0,78.1,1,4,0,0,14,1,1,0
STU04533,Feamle,21,CSE,Hosteler,123240,72.5,4.92,4,2,100.0,1,6,0,0,1,0,1,0
STU04534,Male,22,CSE,Day Scholar,72086,85.5,7.31,77,0,60.3,1,11,0,0,4,0,0,0
STU04535,Male,20,ECE,Day Scholar,68393,95.7,6.13,40,0,79.3,1,5,1,1,7,0,0,0
STU04536,Male,20,AIML,Hosteler,144463,71.6,6.73,40,0,58.2,1,5,0,0,4,0,0,0
STU04537,Feamle,21,AIML,Day Scholar,96969,59.3,4.82,27,0,100.0,0,4,1,0,14,0,1,1
STU04538,Male,18,ECE,Day Scholar,21369,75.5,8.56,9,1,72.8,1,7,0,0,7,0,1,0
STU04539,Male,20,MC,Day Scholar,34068,100.0,6.85,51,0,52.4,1,5,0,0,8,0,0,0
STU04540,Feamle,22,MC,Day Scholar,144131,60.6,7.08,93,0,81.0,0,5,1,1,11,0,0,0
STU04541,Feamle,23,ECE,Day Scholar,192730,88.3,5.75,31,1,83.6,2,7,0,0,2,0,0,0
STU04542,Feamle,18,MC,Day Scholar,28116,95.0,6.58,75,1,67.2,2,5,0,0,9,0,0,0
STU04543,Feamle,18,MC,Day Scholar,194759,69.6,7.18,44,0,79.6,2,3,0,0,9,1,0,0
STU04544,Feamle,18,MC,Hosteler,63453,64.5,6.08,15,0,59.7,1,1,0,1,8,0,0,0
STU04545,Male,20,ECE,Hosteler,182309,83.6,6.68,89,0,68.9,1,6,0,1,12,0,0,0
STU04546,Male,18,CSE,Day Scholar,156436,80.3,9.08,63,1,68.8,1,1,0,0,2,0,0,0
STU04547,Feamle,21,AIML,Hosteler,97622,85.4,4.37,34,1,100.0,0,7,1,0,1,0,1,0
STU04548,Feamle,18,CSE,Day Scholar,96925,100.0,7.28,79,1,100.0,0,4,1,0,11,0,0,0
STU04549,Feamle,22,MC,Hosteler,167927,77.5,5.82,16,1,80.0,0,4,0,0,9,2,0,0
STU04550,Feamle,19,ECE,Day Scholar,112920,57.1,9.0,86,0,76.7,2,5,0,1,7,0,0,0
STU04551,Feamle,22,AIML,Day Scholar,152183,76.0,6.73,41,1,100.0,1,7,0,1,0,0,0,0
STU04552,Male,20,MC,Day Scholar,78251,78.6,5.43,21,0,100.0,1,2,0,0,14,0,0,0
STU04553,Male,18,AIML,Day Scholar,162480,94.0,6.68,49,1,73.1,1,6,0,0,12,0,0,0
STU04554,Male,18,AIML,Day Scholar,175074,72.0,7.52,20,0,100.0,0,3,1,1,11,0,1,0
STU04555,Male,21,CSE,Hosteler,103274,68.9,10.0,97,1,73.1,0,7,1,0,6,0,0,0
STU04556,Feamle,23,MC,Hosteler,126181,54.4,3.84,45,0,74.5,0,4,0,0,7,0,0,1
STU04557,Male,18,AIML,Hosteler,97674,83.2,5.2,56,0,91.3,0,3,0,0,6,0,0,0
STU04558,Feamle,24,CSE,Day Scholar,96963,100.0,8.96,4,1,82.8,0,3,0,0,6,2,0,0
STU04559,Feamle,22,ECE,Hosteler,87925,71.7,4.74,51,0,69.6,1,7,0,1,7,0,0,0
STU04560,Feamle,20,AIML,Hosteler,35360,81.8,7.01,30,0,74.2,0,4,1,0,8,0,0,0
STU04561,Male,19,MC,Day Scholar,122379,66.8,6.27,32,0,67.6,1,2,0,1,8,0,1,0
STU04562,Feamle,18,ECE,Day Scholar,150167,55.8,6.04,46,0,81.5,0,8,1,0,3,0,1,0
STU04563,Male,19,AIML,Hosteler,167919,81.5,6.74,2,0,76.6,0,8,0,0,0,1,0,0
STU04564,Male,18,AIML,Hosteler,146818,75.4,6.5,52,0,89.0,0,4,1,0,0,0,1,0
STU04565,Feamle,20,MC,Day Scholar,67565,39.2,8.59,82,1,85.2,0,8,0,0,12,0,0,0
STU04566,Feamle,23,AIML,Day Scholar,37456,99.2,8.99,55,0,62.5,1,4,0,0,10,0,1,0
STU04567,Feamle,22,MC,Hosteler,90982,81.2,7.64,17,0,70.3,0,7,0,1,13,0,0,0
STU04568,Male,20,MC,Day Scholar,119242,76.1,6.65,27,0,100.0,0,1,0,0,2,0,0,0
STU04569,Feamle,19,MC,Day Scholar,100239,68.7,7.39,14,3,77.9,1,4,0,0,5,0,0,0
STU04570,Male,18,MC,Day Scholar,59959,81.1,8.21,49,2,59.8,0,4,0,0,2,0,0,0
STU04571,Feamle,19,AIML,Day Scholar,35058,81.8,8.5,32,0,74.6,0,6,0,0,11,1,0,0
STU04572,Feamle,22,ECE,Day Scholar,72672,81.0,7.56,27,1,79.9,1,7,1,0,11,0,1,0
STU04573,Male,24,ECE,Day Scholar,98391,91.0,9.29,45,1,100.0,1,4,0,0,12,2,0,0
STU04574,Male,20,CSE,Hosteler,76849,94.4,6.08,71,0,72.5,0,5,0,0,4,0,0,0
STU04575,Male,19,MC,Hosteler,174560,100.0,8.71,93,0,73.4,0,4,1,1,2,0,0,0
STU04576,Male,19,AIML,Day Scholar,118563,62.4,8.06,0,0,84.4,0,6,0,1,12,0,0,0
STU04577,Male,22,AIML,Day Scholar,87192,66.4,6.08,70,0,93.2,1,5,0,1,7,3,0,0
STU04578,Male,24,CSE,Day Scholar,114391,80.4,7.35,54,0,100.0,0,6,0,1,5,0,1,0
STU04579,Feamle,18,ECE,Hosteler,129615,63.3,7.45,57,1,75.1,1,4,0,1,0,0,0,0
STU04580,Feamle,24,AIML,Day Scholar,124594,65.7,6.79,77,1,76.0,0,3,1,0,3,0,0,0
STU04581,Male,19,CSE,Hosteler,93509,82.1,6.77,20,0,56.3,1,4,0,1,7,2,0,0
STU04582,Feamle,22,ECE,Day Scholar,168047,88.5,4.71,55,0,54.7,1,5,0,0,4,1,0,0
STU04583,Male,18,AIML,Hosteler,140555,94.1,5.97,69,0,80.6,1,6,0,0,2,1,0,0
STU04584,Feamle,24,MC,Day Scholar,62392,72.1,6.64,16,0,62.4,0,3,1,0,7,0,1,0
STU04585,Feamle,24,CSE,Day Scholar,33305,81.9,6.14,77,0,49.0,1,7,0,0,9,0,1,0
STU04586,Male,24,AIML,Hosteler,96215,78.6,5.72,6,1,65.2,0,4,0,0,8,0,0,0
STU04587,Male,23,CSE,Hosteler,173033,75.3,8.59,78,2,55.5,0,6,0,0,0,2,0,0
STU04588,Male,18,CSE,Day Scholar,20228,62.8,6.84,71,1,78.7,0,5,0,0,2,0,0,0
STU04589,Feamle,24,CSE,Day Scholar,101179,60.9,10.0,59,1,54.7,1,1,0,0,11,0,0,0
STU04590,Male,23,MC,Hosteler,127864,85.0,7.33,47,0,72.3,1,5,0,0,9,0,1,0
STU04591,Feamle,20,ECE,Hosteler,103544,62.5,8.56,9,1,89.5,1,7,0,1,14,0,0,0
STU04592,Male,22,ECE,Hosteler,174546,48.3,6.69,92,1,75.6,0,5,0,0,4,0,0,0
STU04593,Feamle,24,AIML,Day Scholar,23979,74.5,6.01,40,0,78.2,0,10,0,0,8,0,1,0
STU04594,Feamle,18,MC,Hosteler,66343,96.8,7.39,18,0,56.4,0,4,0,0,11,0,1,0
STU04595,Male,23,ECE,Hosteler,20739,33.1,8.94,61,1,92.4,2,5,0,0,12,2,0,0
STU04596,Feamle,23,AIML,Day Scholar,170630,70.7,6.87,65,2,84.8,1,4,1,0,14,0,0,0
STU04597,Feamle,20,AIML,Day Scholar,57817,85.1,7.67,7,1,77.5,0,7,0,0,11,1,0,0
STU04598,Male,21,CSE,Hosteler,141124,47.6,7.39,29,0,84.1,1,7,0,1,0,0,0,0
STU04599,Feamle,22,MC,Day Scholar,58154,71.8,6.85,35,0,76.7,2,5,1,1,8,2,0,0
STU04600,Male,21,ECE,Day Scholar,183344,57.9,6.93,49,0,88.6,1,7,0,1,0,1,0,0
STU04601,Male,18,MC,Day Scholar,57339,59.9,5.5,81,0,94.3,1,3,0,0,12,0,0,0
STU04602,Male,22,MC,Hosteler,133591,69.0,6.98,1,0,72.3,0,4,1,0,7,0,0,0
STU04603,Male,20,ECE,Day Scholar,157666,58.2,7.98,4,0,70.9,0,9,1,0,7,1,0,0
STU04604,Feamle,18,ECE,Hosteler,33185,56.9,7.44,45,0,68.7,0,5,1,0,12,0,0,0
STU04605,Feamle,22,MC,Hosteler,144914,74.1,7.28,76,0,65.9,0,3,0,1,13,0,0,0
STU04606,Feamle,22,AIML,Hosteler,163644,100.0,8.09,39,1,62.2,0,8,0,0,2,0,1,0
STU04607,Male,21,MC,Day Scholar,125784,86.4,7.29,56,1,79.0,0,3,0,0,3,1,0,0
STU04608,Feamle,18,ECE,Day Scholar,168641,90.2,7.02,10,1,73.7,2,8,1,0,10,0,1,0
STU04609,Feamle,20,MC,Day Scholar,89753,87.0,8.1,71,1,79.1,1,4,0,0,11,0,0,0
STU04610,Male,20,ECE,Hosteler,168591,64.5,7.2,37,0,88.2,1,3,1,1,5,0,0,0
STU04611,Male,18,AIML,Day Scholar,51953,79.7,6.65,16,1,85.9,1,5,1,0,11,0,1,0
STU04612,Feamle,18,MC,Day Scholar,39804,91.5,7.7,74,0,100.0,0,7,1,0,6,0,0,0
STU04613,Male,23,AIML,Hosteler,96286,87.4,6.95,25,1,80.8,0,6,1,1,9,2,0,0
STU04614,Male,19,MC,Day Scholar,37275,77.9,6.58,38,0,75.2,0,3,0,1,12,0,0,0
STU04615,Male,21,MC,Hosteler,82068,82.8,7.23,97,0,81.5,1,6,1,1,11,0,1,0
STU04616,Male,18,ECE,Day Scholar,83344,100.0,7.25,66,0,92.9,0,5,0,0,10,0,0,0
STU04617,Feamle,18,CSE,Hosteler,98284,87.6,5.34,24,2,100.0,0,6,1,0,2,1,1,0
STU04618,Male,19,ECE,Day Scholar,142750,70.3,7.5,87,1,86.7,1,5,1,0,12,0,0,0
STU04619,Male,19,MC,Day Scholar,52601,73.9,9.77,86,1,83.7,0,3,0,1,7,0,0,0
STU04620,Male,22,CSE,Day Scholar,178647,59.2,5.53,29,0,100.0,1,6,1,1,10,0,1,0
STU04621,Male,24,CSE,Hosteler,72705,100.0,6.25,45,0,70.6,0,5,0,1,1,0,0,0
STU04622,Male,20,AIML,Day Scholar,75221,99.1,10.0,40,0,78.1,0,6,1,0,6,0,0,0
STU04623,Male,21,MC,Hosteler,183441,76.2,5.77,90,0,86.1,0,2,0,0,0,0,0,0
STU04624,Male,22,ECE,Day Scholar,64617,100.0,8.93,49,1,64.0,1,5,0,1,6,0,0,0
STU04625,Male,18,CSE,Day Scholar,78315,84.5,6.66,43,0,52.9,0,2,0,1,14,0,0,0
STU04626,Feamle,19,CSE,Hosteler,148240,68.5,7.09,9,1,92.4,0,5,0,0,6,0,1,0
STU04627,Male,23,ECE,Hosteler,35317,88.6,6.8,72,1,60.4,1,4,0,0,9,0,0,0
STU04628,Feamle,20,ECE,Day Scholar,76109,81.0,7.64,1,1,99.5,0,2,0,1,12,0,0,0
STU04629,Male,22,CSE,Day Scholar,179390,87.6,4.63,20,2,72.6,0,6,0,0,0,0,0,0
STU04630,Male,23,ECE,Hosteler,61239,54.5,7.28,74,1,76.7,0,7,0,0,13,2,0,1
STU04631,Male,20,AIML,Hosteler,38082,62.8,6.39,73,0,44.6,0,6,0,1,13,0,0,0
STU04632,Male,24,CSE,Hosteler,82520,97.3,4.21,24,0,88.4,0,9,1,1,0,0,1,0
STU04633,Feamle,24,AIML,Day Scholar,162151,100.0,8.68,68,0,89.9,0,7,1,0,8,1,1,0
STU04634,Male,23,MC,Day Scholar,22884,96.2,3.84,21,2,90.5,1,5,0,0,4,0,0,0
STU04635,Male,19,AIML,Day Scholar,187419,100.0,10.0,68,0,95.9,0,6,0,0,3,1,0,0
STU04636,Feamle,22,ECE,Day Scholar,87787,83.7,7.93,72,0,44.8,1,1,0,0,0,0,0,0
STU04637,Feamle,22,CSE,Day Scholar,169812,82.6,4.96,10,0,54.8,0,4,0,0,14,0,0,0
STU04638,Male,24,AIML,Day Scholar,134297,61.3,9.01,43,0,53.5,0,8,0,0,8,3,0,0
STU04639,Feamle,20,ECE,Hosteler,32815,66.3,5.87,4,0,72.0,0,5,0,0,3,1,0,0
STU04640,Feamle,23,ECE,Day Scholar,85177,45.2,5.94,5,0,62.4,0,2,0,0,14,0,1,1
STU04641,Feamle,19,AIML,Hosteler,193963,70.2,4.3,96,1,86.8,1,7,0,0,13,1,0,0
STU04642,Male,18,CSE,Hosteler,72566,44.1,5.7,15,0,79.6,0,3,0,1,1,0,0,0
STU04643,Male,22,AIML,Day Scholar,61968,91.2,5.88,45,1,88.7,0,6,1,0,2,0,0,0
STU04644,Male,18,MC,Hosteler,180985,80.8,8.23,23,0,90.1,1,9,1,0,6,0,0,0
STU04645,Feamle,19,AIML,Day Scholar,98440,44.6,8.75,13,0,39.9,0,1,0,0,4,0,0,0
STU04646,Male,24,AIML,Day Scholar,74860,72.2,5.14,23,0,97.2,0,5,0,0,14,0,0,0
STU04647,Feamle,22,CSE,Day Scholar,150134,100.0,7.41,75,0,72.1,0,2,0,1,7,1,0,0
STU04648,Male,22,AIML,Hosteler,38462,73.1,4.24,22,0,98.5,0,8,0,0,2,1,0,0
STU04649,Male,23,ECE,Hosteler,186554,60.0,7.41,38,0,49.8,0,8,0,0,0,0,0,0
STU04650,Feamle,18,CSE,Hosteler,152410,48.2,10.0,5,0,91.5,0,5,0,0,9,1,0,0
STU04651,Male,24,ECE,Day Scholar,163854,48.7,4.33,20,1,81.6,0,3,1,0,8,1,0,1
STU04652,Feamle,23,CSE,Day Scholar,105609,83.0,5.48,72,2,100.0,0,4,1,0,12,0,1,0
STU04653,Feamle,21,MC,Day Scholar,26614,68.5,8.09,45,1,83.2,2,10,0,0,12,0,0,0
STU04654,Male,18,MC,Day Scholar,151813,69.7,8.27,99,1,98.5,0,5,0,0,9,0,1,0
STU04655,Feamle,18,MC,Day Scholar,181282,68.6,5.59,40,0,46.6,0,4,0,0,8,0,0,0
STU04656,Male,21,AIML,Day Scholar,86269,72.9,9.21,58,0,80.3,2,5,1,0,11,0,0,0
STU04657,Male,19,MC,Day Scholar,33944,56.6,5.78,68,1,64.3,1,3,0,0,14,0,1,1
STU04658,Feamle,19,CSE,Hosteler,21806,79.7,9.51,41,1,72.9,0,6,0,0,2,0,0,0
STU04659,Male,22,MC,Day Scholar,164357,53.7,7.7,94,0,78.2,0,2,0,0,14,0,0,0
STU04660,Feamle,20,CSE,Day Scholar,128874,63.7,8.91,58,0,64.4,0,6,0,0,13,0,0,0
STU04661,Male,23,ECE,Hosteler,96993,90.2,7.56,34,3,92.3,0,4,1,0,11,0,1,0
STU04662,Male,20,AIML,Hosteler,60126,80.6,7.99,40,0,98.0,2,10,1,0,7,0,0,0
STU04663,Male,22,ECE,Hosteler,100123,85.3,8.07,66,1,60.6,2,2,0,0,4,0,1,0
STU04664,Male,20,ECE,Day Scholar,156929,100.0,8.72,82,0,84.7,0,8,0,0,3,0,0,0
STU04665,Male,18,MC,Hosteler,53792,74.1,6.95,82,1,42.6,0,6,0,1,0,0,1,0
STU04666,Feamle,18,MC,Day Scholar,127978,75.3,5.65,64,1,99.1,0,4,1,1,12,0,0,0
STU04667,Feamle,21,MC,Day Scholar,107684,71.0,6.88,85,0,81.5,1,6,0,0,14,2,0,0
STU04668,Feamle,21,ECE,Day Scholar,74361,68.3,6.0,18,0,78.0,1,5,1,1,11,0,0,0
STU04669,Feamle,22,AIML,Hosteler,56322,59.8,6.1,89,1,100.0,0,6,1,0,10,0,0,0
STU04670,Feamle,22,AIML,Hosteler,162980,76.3,9.48,78,1,86.2,2,3,1,0,3,0,0,0
STU04671,Feamle,24,ECE,Hosteler,84627,80.3,7.93,18,1,100.0,0,5,0,0,3,0,1,0
STU04672,Male,22,AIML,Hosteler,172274,81.2,7.87,24,1,58.2,0,7,0,0,1,0,1,0
STU04673,Male,18,ECE,Day Scholar,112228,76.0,8.61,38,1,60.3,0,3,1,0,12,0,0,0
STU04674,Feamle,20,ECE,Hosteler,90102,88.9,7.93,94,1,96.6,1,6,0,0,6,0,0,0
STU04675,Feamle,23,AIML,Day Scholar,79883,75.4,9.8,93,0,74.8,0,9,1,0,11,0,0,0
STU04676,Male,24,CSE,Hosteler,116555,68.9,3.86,32,1,100.0,1,5,0,0,10,0,0,0
STU04677,Male,24,CSE,Day Scholar,150191,61.1,5.5,79,1,60.0,1,2,0,0,14,2,0,0
STU04678,Male,24,MC,Day Scholar,99558,51.8,5.95,39,0,100.0,1,1,0,0,1,0,0,0
STU04679,Feamle,22,AIML,Day Scholar,129461,96.9,4.94,11,1,78.7,0,8,0,0,12,2,0,0
STU04680,Feamle,22,MC,Day Scholar,194792,64.5,7.17,91,0,80.6,0,4,0,0,13,0,0,0
STU04681,Feamle,18,ECE,Hosteler,59662,61.1,7.24,29,0,55.1,0,6,1,1,14,0,0,0
STU04682,Male,23,CSE,Day Scholar,47030,68.7,9.96,69,0,100.0,0,9,0,1,8,0,0,0
STU04683,Male,18,AIML,Day Scholar,59850,70.8,8.36,41,1,89.2,0,11,0,1,8,0,0,0
STU04684,Feamle,23,AIML,Day Scholar,149603,99.6,6.24,13,1,91.8,0,3,0,0,14,0,0,0
STU04685,Feamle,18,AIML,Day Scholar,144825,70.1,7.74,4,1,52.3,0,3,1,1,7,0,1,0
STU04686,Male,20,CSE,Day Scholar,105288,100.0,4.26,35,0,75.7,0,3,0,0,11,0,0,0
STU04687,Male,22,MC,Day Scholar,55397,76.0,7.21,58,0,79.0,2,10,1,1,6,1,0,0
STU04688,Male,19,CSE,Day Scholar,76094,100.0,7.13,56,0,53.7,0,5,0,0,10,0,0,0
STU04689,Male,19,MC,Day Scholar,110640,88.4,5.65,86,0,94.1,0,5,0,1,6,1,0,0
STU04690,Feamle,22,ECE,Hosteler,171688,80.4,6.7,59,0,98.6,0,6,0,0,3,0,0,0
STU04691,Male,24,ECE,Day Scholar,157733,98.7,5.96,95,0,51.0,0,5,0,0,10,0,1,0
STU04692,Male,22,MC,Day Scholar,177119,91.8,5.6,94,0,79.4,1,2,0,0,14,1,1,0
STU04693,Male,22,ECE,Day Scholar,190115,84.5,8.01,77,0,97.5,0,6,0,1,2,0,0,0
STU04694,Feamle,22,ECE,Day Scholar,197514,100.0,8.55,95,1,100.0,1,4,0,1,11,0,1,0
STU04695,Feamle,24,AIML,Hosteler,81378,67.5,7.76,62,0,96.5,0,3,0,1,2,2,0,0
STU04696,Male,23,AIML,Day Scholar,45943,60.1,6.34,48,0,59.9,0,5,0,0,5,1,0,0
STU04697,Male,20,CSE,Day Scholar,54487,64.9,6.01,90,0,61.6,0,8,0,0,8,0,0,0
STU04698,Male,19,CSE,Day Scholar,94769,100.0,6.39,64,1,85.5,1,6,0,0,12,0,0,0
STU04699,Feamle,21,CSE,Hosteler,89023,96.8,6.67,51,0,94.2,0,2,1,0,1,0,1,0
STU04700,Feamle,19,AIML,Day Scholar,175631,67.1,5.69,8,1,80.0,0,4,0,0,13,0,0,0
STU04701,Feamle,19,CSE,Day Scholar,91380,39.7,8.58,15,0,70.8,1,7,0,0,10,2,0,0
STU04702,Male,24,CSE,Day Scholar,192591,71.9,6.7,34,0,96.1,0,6,0,0,5,0,0,0
STU04703,Feamle,18,AIML,Day Scholar,31416,59.8,8.15,73,0,100.0,0,4,0,0,8,0,0,0
STU04704,Male,22,MC,Day Scholar,42859,67.6,4.9,15,0,73.8,1,4,0,0,13,1,1,1
STU04705,Male,22,AIML,Day Scholar,107789,59.2,5.97,93,0,80.0,0,4,0,0,10,2,0,0
STU04706,Male,22,MC,Day Scholar,124766,50.9,8.29,32,0,93.3,0,5,0,0,5,0,1,0
STU04707,Feamle,18,AIML,Hosteler,38184,100.0,8.31,50,0,72.3,0,3,0,0,4,1,1,0
STU04708,Male,24,CSE,Hosteler,47846,64.7,5.2,60,0,98.1,1,1,1,0,10,1,0,0
STU04709,Feamle,20,ECE,Hosteler,62771,96.2,7.45,78,0,71.0,0,5,0,1,0,0,1,0
STU04710,Feamle,20,ECE,Day Scholar,106995,71.7,7.49,58,0,99.9,1,4,0,0,14,1,0,0
STU04711,Male,24,MC,Day Scholar,166570,58.0,5.94,71,0,66.4,0,7,0,0,9,1,0,0
STU04712,Male,21,MC,Day Scholar,89798,82.6,7.54,3,1,100.0,0,5,1,1,3,0,0,0
STU04713,Feamle,20,MC,Day Scholar,52914,69.1,4.63,1,1,78.9,1,6,0,0,8,1,1,0
STU04714,Male,24,ECE,Day Scholar,149962,71.9,5.61,70,0,92.9,0,7,1,0,10,0,0,0
STU04715,Feamle,20,MC,Day Scholar,65500,77.2,7.9,57,0,100.0,1,6,0,1,6,0,0,0
STU04716,Male,22,AIML,Hosteler,185957,62.8,7.04,61,0,78.5,1,5,0,0,9,0,0,0
STU04717,Feamle,23,AIML,Day Scholar,58215,50.7,7.12,97,0,86.9,0,8,1,0,1,2,0,0
STU04718,Feamle,24,ECE,Hosteler,84320,74.2,6.74,24,2,82.5,0,8,1,0,6,0,0,0
STU04719,Feamle,19,AIML,Hosteler,129159,89.5,7.81,70,2,100.0,0,2,0,1,11,2,1,0
STU04720,Feamle,20,MC,Hosteler,49924,61.5,7.88,24,0,100.0,1,2,1,0,3,0,0,0
STU04721,Male,20,ECE,Hosteler,83113,77.3,8.19,65,1,66.8,0,9,0,0,13,0,1,0
STU04722,Male,18,MC,Hosteler,20318,97.6,7.19,25,1,60.0,0,4,0,1,4,0,0,0
STU04723,Feamle,21,AIML,Day Scholar,97859,73.7,6.42,99,0,91.5,0,2,0,1,2,1,0,0
STU04724,Feamle,23,MC,Hosteler,156821,76.3,6.16,54,1,83.3,0,7,0,0,8,0,0,0
STU04725,Male,18,ECE,Day Scholar,118558,75.8,5.41,2,1,100.0,0,4,0,0,3,0,0,0
STU04726,Male,22,MC,Hosteler,160600,64.8,6.4,45,1,89.0,1,6,1,1,13,0,0,0
STU04727,Male,19,AIML,Hosteler,41441,60.1,6.09,28,1,81.0,0,2,0,1,0,0,1,0
STU04728,Male,21,CSE,Day Scholar,159598,60.2,9.4,57,0,61.8,1,4,1,1,2,0,1,0
STU04729,Male,18,ECE,Day Scholar,188233,80.5,5.43,10,0,71.0,0,6,1,1,7,0,0,0
STU04730,Male,24,MC,Day Scholar,21044,86.4,8.56,20,1,66.8,0,6,0,0,7,1,1,0
STU04731,Feamle,20,ECE,Day Scholar,98301,87.1,6.6,42,1,73.2,1,5,0,0,2,0,0,0
STU04732,Male,20,MC,Day Scholar,169247,69.3,6.69,3,0,73.2,0,3,0,0,14,2,0,0
STU04733,Male,21,CSE,Day Scholar,199959,91.4,7.6,68,0,72.9,0,5,1,0,5,0,0,0
STU04734,Feamle,20,AIML,Day Scholar,20961,79.6,4.87,69,1,81.0,3,5,0,1,7,2,0,0
STU04735,Male,24,MC,Day Scholar,125820,76.1,5.8,21,0,91.8,1,8,0,0,2,0,0,0
STU04736,Male,18,MC,Hosteler,36973,24.9,5.14,5,1,100.0,0,8,0,0,3,0,1,1
STU04737,Male,18,CSE,Day Scholar,63393,62.7,6.43,77,0,96.0,2,6,0,0,13,0,0,0
STU04738,Male,20,ECE,Hosteler,121293,52.2,5.64,21,1,51.9,0,1,0,1,2,0,0,0
STU04739,Male,20,AIML,Day Scholar,58433,84.4,8.98,15,1,55.8,1,3,0,0,5,1,0,0
STU04740,Feamle,22,MC,Day Scholar,90077,76.4,6.12,95,0,73.2,2,5,1,0,3,1,0,0
STU04741,Male,19,MC,Hosteler,181750,58.9,3.43,35,0,58.0,0,5,0,0,14,0,0,1
STU04742,Feamle,21,AIML,Hosteler,38344,79.6,6.5,49,0,88.9,0,5,0,0,0,0,1,0
STU04743,Feamle,18,CSE,Hosteler,196226,53.6,8.21,57,1,79.7,0,7,0,0,13,0,0,0
STU04744,Male,21,ECE,Day Scholar,159918,59.3,9.45,70,0,82.7,0,3,0,0,1,1,0,0
STU04745,Feamle,22,AIML,Hosteler,184918,64.3,6.66,86,0,100.0,0,7,1,0,0,0,0,0
STU04746,Male,18,ECE,Hosteler,127851,83.1,6.22,50,1,73.3,0,1,1,0,12,0,1,0
STU04747,Feamle,22,CSE,Day Scholar,90565,96.0,6.98,77,1,57.8,0,2,0,1,14,0,0,0
STU04748,Feamle,22,CSE,Day Scholar,78802,66.2,7.62,46,1,76.2,0,10,0,0,11,0,0,0
STU04749,Male,23,AIML,Hosteler,36272,94.8,5.31,52,0,37.8,0,3,0,0,10,2,0,0
STU04750,Male,20,MC,Hosteler,199685,75.7,6.63,5,1,77.1,0,2,0,1,5,0,1,0
STU04751,Male,24,CSE,Hosteler,109306,78.5,6.93,24,0,30.6,0,4,1,1,3,0,1,0
STU04752,Male,23,CSE,Hosteler,146162,74.0,7.07,2,0,80.8,0,8,0,1,8,0,1,0
STU04753,Male,21,AIML,Hosteler,33104,72.0,6.78,12,0,100.0,2,5,0,0,2,0,0,0
STU04754,Feamle,24,AIML,Day Scholar,166927,81.6,5.6,52,0,91.0,0,4,0,0,4,1,0,0
STU04755,Feamle,21,AIML,Day Scholar,188596,86.1,7.51,66,0,86.5,0,6,0,0,9,0,1,0
STU04756,Feamle,20,CSE,Day Scholar,141063,61.7,6.93,30,1,90.3,0,9,0,1,1,0,0,0
STU04757,Feamle,24,ECE,Day Scholar,86455,72.2,6.93,66,1,65.5,2,6,0,0,6,2,1,0
